name;lvl;hp;mass;speed;armor;ammo;speed_ammo;dpm;type
T-34-1;7;1 050;32,0;50;60;85;13,33;2 133;Средний танк
T-34-1;7;1 050;32,5;50;60;100;6,45;1 613;Средний танк
59-Patton;8;1 400;36,4;50;100;90;7,89;1 895;Средний танк
Type 59;8;1 300;36,0;56;100;100;6,90;1 724;Средний танк
T-34-3;8;1 300;35,5;50;90;122;4,48;1 746;Средний танк
T-34-2;8;1 200;31,8;50;70;85;13,33;2 133;Средний танк
T-34-2;8;1 200;32,0;50;70;85;13,33;2 133;Средний танк
T-34-2;8;1 300;33,3;50;70;85;13,33;2 133;Средний танк
T-34-2;8;1 300;33,5;50;70;85;13,33;2 133;Средний танк
T-34-2;8;1 300;34,0;50;70;100;6,59;1 648;Средний танк
T-34-2;8;1 300;34,0;50;70;100;7,06;1 765;Средний танк
T-34-2;8;1 300;34,2;50;70;122;4,00;1 560;Средний танк
WZ-120;9;1 550;36,0;56;100;100;7,50;1 875;Средний танк
WZ-120;9;1 550;36,0;56;100;100;7,89;1 974;Средний танк
WZ-120;9;1 650;36,7;56;100;100;7,89;1 974;Средний танк
WZ-120;9;1 650;36,7;56;100;100;8,33;2 083;Средний танк
WZ-120;9;1 650;37,0;56;100;100;7,32;2 341;Средний танк
WZ-120;9;1 650;37,2;56;100;122;5,00;2 200;Средний танк
121B;10;1 950;40,0;50;130;105;5,88;2 294;Средний танк
121;10;1 950;39,0;56;120;122;6,25;2 750;Средний танк
IS-2;7;1 230;45,7;37;90;100;6,45;1 613;Тяжёлый танк
IS-2;7;1 230;46,0;37;90;122;4,29;1 671;Тяжёлый танк
IS-2;7;1 230;46,0;37;90;122;4,88;1 902;Тяжёлый танк
IS-2;7;1 280;45,7;37;90;100;6,45;1 613;Тяжёлый танк
IS-2;7;1 280;45,9;37;90;122;4,29;1 671;Тяжёлый танк
IS-2;7;1 280;46,0;37;90;122;4,88;1 902;Тяжёлый танк
112;8;1 500;46,0;45;120;122;4,55;1 773;Тяжёлый танк
WZ-111;8;1 550;44,5;50;120;122;4,80;1 872;Тяжёлый танк
110;8;1 450;46,4;40;120;122;4,29;1 671;Тяжёлый танк
110;8;1 450;46,5;40;120;122;4,80;1 872;Тяжёлый танк
110;8;1 550;50,4;40;120;122;4,62;1 800;Тяжёлый танк
110;8;1 550;50,5;40;120;122;5,00;1 950;Тяжёлый танк
110;8;1 550;50,5;40;120;100;6,00;1 920;Тяжёлый танк
WZ-111 model 1-4;9;1 750;44,0;50;120;122;5,08;1 983;Тяжёлый танк
WZ-111 model 1-4;9;1 750;44,0;50;120;100;6,67;2 133;Тяжёлый танк
WZ-111 model 1-4;9;1 850;44,5;50;120;122;5,31;2 071;Тяжёлый танк
WZ-111 model 1-4;9;1 850;44,5;50;120;100;7,06;2 259;Тяжёлый танк
WZ-111 model 1-4;9;1 850;45,0;50;120;130;4,29;2 100;Тяжёлый танк
113;10;2 300;45,0;50;120;122;5,50;2 422;Тяжёлый танк
Renault Otsu;1; 100;8,0;23;30;37;24,00;720;Лёгкий танк
Renault Otsu;1; 100;8,4;23;30;13,2;126,17;1 009;Лёгкий танк
Renault Otsu;1; 110;8,5;23;30;37;17,65;794;Лёгкий танк
Renault Otsu;1; 110;8,5;23;30;37;24,00;720;Лёгкий танк
Renault Otsu;1; 110;8,5;23;30;13,2;126,17;1 009;Лёгкий танк
Renault Otsu;1; 110;8,6;23;30;37;17,65;794;Лёгкий танк
Type 97 Te-Ke;2; 160;4,8;42;12;37;20,00;900;Лёгкий танк
Type 95 Ha-Go;2; 160;7,3;40;12;37;24,00;1 080;Лёгкий танк
Type 95 Ha-Go;2; 160;7,4;40;12;57;16,67;1 250;Лёгкий танк
Type 95 Ha-Go;2; 160;7,4;40;12;37;24,00;1 080;Лёгкий танк
Type 95 Ha-Go;2; 175;8,1;40;12;37;26,09;1 174;Лёгкий танк
Type 95 Ha-Go;2; 175;8,0;40;12;57;17,65;1 324;Лёгкий танк
Type 95 Ha-Go;2; 175;8,1;40;12;37;26,09;1 174;Лёгкий танк
Type 98 Ke-Ni Otsu;3; 260;7,2;50;16;37;28,57;1 286;Лёгкий танк
Type 98 Ke-Ni;3; 220;7,2;50;16;37;28,57;1 286;Лёгкий танк
Type 98 Ke-Ni;3; 240;7,2;50;16;37;28,57;1 286;Лёгкий танк
Type 98 Ke-Ni;3; 240;7,2;50;16;37;26,09;1 304;Лёгкий танк
Type 98 Ke-Ni;3; 240;7,4;50;16;37;26,09;1 304;Лёгкий танк
Type 5 Ke-Ho;4; 340;10,0;50;20;47;25,00;1 750;Лёгкий танк
Type 5 Ke-Ho;4; 340;10,1;50;20;57;25,00;1 875;Лёгкий танк
Type 5 Ke-Ho;4; 340;10,1;50;20;57;25,00;1 875;Лёгкий танк
Type 5 Ke-Ho;4; 340;10,2;50;20;57;25,00;1 875;Лёгкий танк
Type 89 I-Go/Chi-Ro;2; 175;12,7;25;17;57;24,00;1 800;Средний танк
Type 89 I-Go/Chi-Ro;2; 175;12,9;25;17;57;24,00;1 800;Средний танк
Type 89 I-Go/Chi-Ro;2; 200;13,1;25;17;57;25,00;1 875;Средний танк
Type 89 I-Go/Chi-Ro;2; 200;13,1;25;17;57;26,09;1 957;Средний танк
Chi-Ni;2; 190;9,6;30;25;13,2;135,00;1 080;Средний танк
Chi-Ni;2; 190;9,8;30;25;37;26,09;1 174;Средний танк
Chi-Ni;2; 190;9,8;30;25;57;17,65;1 324;Средний танк
Type 97 Chi-Ha;3; 220;15,0;40;25;57;20,00;1 500;Средний танк
Type 97 Chi-Ha;3; 220;15,0;40;25;37;26,09;1 174;Средний танк
Type 97 Chi-Ha;3; 220;15,2;40;25;37;26,09;1 304;Средний танк
Type 97 Chi-Ha;3; 240;15,7;40;25;57;20,00;1 500;Средний танк
Type 97 Chi-Ha;3; 240;15,8;40;25;37;26,09;1 174;Средний танк
Type 97 Chi-Ha;3; 240;15,8;40;25;37;26,09;1 304;Средний танк
Type 97 Chi-Ha;3; 240;16,0;40;25;47;20,00;1 400;Средний танк
Type 1 Chi-He;4; 320;17,2;44;50;47;22,22;1 556;Средний танк
Type 1 Chi-He;4; 350;16,7;44;50;75;15,00;1 650;Средний танк
Type 1 Chi-He;4; 350;16,8;44;50;47;25,00;1 750;Средний танк
Type 1 Chi-He;4; 350;16,9;44;50;57;25,00;1 875;Средний танк
Type 3 Chi-Nu Kai;5; 480;21,3;38,8;50;75;12,00;1 500;Средний танк
Type 3 Chi-Nu;5; 440;17,6;38,8;50;75;15,00;1 650;Средний танк
Type 3 Chi-Nu;5; 440;17,7;38,8;50;57;26,09;1 957;Средний танк
Type 3 Chi-Nu;5; 480;17,9;38,8;50;75;15,00;1 650;Средний танк
Type 3 Chi-Nu;5; 480;18,1;38,8;50;57;26,09;1 957;Средний танк
Type 3 Chi-Nu;5; 480;19,0;38,8;50;75;14,29;1 643;Средний танк
Type 3 Chi-Nu;5; 480;19,1;38,8;50;75;12,00;1 500;Средний танк
Type 4 Chi-To;6; 740;31,2;45;75;75;12,00;1 500;Средний танк
Type 4 Chi-To;6; 740;31,7;45;75;75;15,00;1 950;Средний танк
Type 4 Chi-To;6; 820;32,1;45;75;75;12,77;1 596;Средний танк
Type 4 Chi-To;6; 820;32,7;45;75;75;15,79;2 053;Средний танк
Type 5 Chi-Ri;7;1 150;35,3;42;75;75;12,77;1 596;Средний танк
Type 5 Chi-Ri;7;1 150;35,0;42;75;75;15,79;2 053;Средний танк
Type 5 Chi-Ri;7;1 250;41,7;42;75;75;13,33;1 667;Средний танк
Type 5 Chi-Ri;7;1 250;42,3;42;75;75;15,00;1 950;Средний танк
Type 5 Chi-Ri;7;1 250;42,3;42;75;75;16,67;2 167;Средний танк
STA-2;8;1 420;34,0;45;45;90;8,45;2 028;Средний танк
STA-1;8;1 350;33,7;45;45;90;7,32;1 756;Средний танк
STA-1;8;1 350;34,1;45;45;90;7,32;1 756;Средний танк
STA-1;8;1 450;34,0;45;45;90;8,00;1 920;Средний танк
STA-1;8;1 450;34,1;45;45;90;8,00;1 920;Средний танк
STA-1;8;1 450;34,1;45;45;90;8,00;1 920;Средний танк
Type 61;9;1 600;34,6;47,6;55;90;10,00;2 400;Средний танк
Type 61;9;1 700;35,0;47,6;55;90;12,00;2 880;Средний танк
Type 61;9;1 700;35,0;47,6;55;105;6,00;2 340;Средний танк
STB-1;10;1 950;37,4;53;110;105;7,50;2 925;Средний танк
Type 91 Heavy;3; 250;20,0;25;20;70;14,29;1 429;Тяжёлый танк
Type 91 Heavy;3; 250;20,1;25;20;47;27,27;1 909;Тяжёлый танк
Type 91 Heavy;3; 250;20,1;25;20;47;27,27;1 909;Тяжёлый танк
Type 95 Heavy;4; 430;29,0;22;35;70;18,18;1 818;Тяжёлый танк
Type 95 Heavy;4; 430;29,3;22;35;75;17,65;1 941;Тяжёлый танк
Type 95 Heavy;4; 430;29,2;22;35;75;17,65;1 941;Тяжёлый танк
O-I Experimental;5; 700;99,1;40;75;120;6,25;2 250;Тяжёлый танк
O-I Experimental;5; 700;99,9;40;75;75;17,14;1 971;Тяжёлый танк
O-I Experimental;5; 700;100,0;40;75;75;16,67;2 083;Тяжёлый танк
O-I Experimental;5; 700;100,0;40;75;105;6,19;1 856;Тяжёлый танк
Heavy Tank No. VI;6; 950;57,0;40;100;88;8,57;1 886;Тяжёлый танк
O-I;6; 970;150,4;29,4;150;105;5,41;1 622;Тяжёлый танк
O-I;6; 970;150,1;29,4;150;149,1;2,40;1 680;Тяжёлый танк
O-I;6; 970;150,0;29,4;150;149,1;2,40;1 680;Тяжёлый танк
O-Ni;7;1 550;100,0;25;175;105;5,45;1 636;Тяжёлый танк
O-Ni;7;1 550;99,6;25;175;149,1;2,61;1 826;Тяжёлый танк
O-Ni;7;1 550;100,9;25;175;105;5,00;1 650;Тяжёлый танк
O-Ho;8;1 700;120,0;25;200;105;5,71;1 714;Тяжёлый танк
O-Ho;8;1 700;119,8;25;200;149,1;3,53;2 471;Тяжёлый танк
O-Ho;8;1 700;121,2;25;200;105;6,45;2 129;Тяжёлый танк
Type 4 Heavy;9;2 050;158,6;20;250;127;3,68;1 656;Тяжёлый танк
Type 4 Heavy;9;2 050;160,2;20;250;139,7;2,88;1 731;Тяжёлый танк
Type 4 Heavy;9;2 050;160,5;20;250;139,7;2,88;1 731;Тяжёлый танк
Type 5 Heavy;10;2 800;150,0;25;260;139,7;3,39;2 034;Тяжёлый танк
Skoda T 40;6; 700;40,0;50;65;88;8,70;1 913;Средний танк

